uuid,weight,sex,age,edu,region,age_band,occupation,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q29_1,Q29_2,Q30
e592ca7ecc72437bb278e1a481ee786a,0.4893,여성,21,대학교 졸업,대구,19-29,무직,2,3>4,3,5>5>5,4>4>4,5>5>5,3,4,2,1>2>9,34>51>29,56>67>57,34>1>51,1,3,2,,10,"AI 기술을 이용한 보이스피싱이나 딥페이크 같은 범죄가 급증하고 있어서, 이를 새로운 유형의 재난으로 지정해 관리가 필요하다고 생각합니다. 또한 1인 가구가 많아지면서 응급 상황 발생 시 신고가 늦어지거나 고립되는 위험도 잠재적인 위험요인이라고 느껴집니다."
0f7c91b5d7954b4da4538951588fe3a7,0.7067,여성,59,고졸 이하,전북,50-59,경리 사무원,2,2>3,3,5>5>5,3>3>3,4>4>5,2,4,2,1>2>9,27>34>29,56>57>68,27>1>34,1,3,2,,1,"동네가 낡아가고 혼자 사는 어르신들도 많은데, 화재나 가스 사고 같은 게 터지면 큰일 나겠다는 걱정이 항상 들어요. 그리고 요즘은 날씨도 이상해서 모르는 전염병이나 기상 재난이 또 닥칠까 봐 불안합니다."
d1f24681e0f44623830828e7d58b125e,1.7323,남성,59,대학교 졸업,경기,50-59,공공행정 사무원,4,2>3,3,5>5>4,4>4>3,5>5>5,3,4,2,2>1>13,34>46>29,56>57>58,2>34>46,1,3,2,0,12,"급속한 개발 이후 관리가 소홀해진 노후 주거지와 기반 시설의 안전 관리 미비가 잠재적 위험요인입니다. 특히 노후 다세대 주택의 구조적 결함과 화재 예방 시스템의 부재가 우려되며, 기후 변화로 인한 집중호우 시 기존 배수 시설의 한계도 문제입니다."
af0f0f5b95a74f6c9aebdbb3ab2e9c3e,1.1815,남성,35,고졸 이하,서울,30-39,그 외 건축 마감 관련 기능 종사원,2,4>2,3,4>4>4,3>3>3,4>4>4,2,4,2,1>15>2,29>34>42,63>56>57,63>34>15,1,3,2,,8,서울에는 노후된 건물이 많아서 큰비가 오거나 지진이 발생하면 무너질 위험이 큽니다. 또 좁은 골목길 때문에 큰 차량이 진입하기 어려워 화재가 나면 대피하거나 진압하기 힘든 상황이 발생할 수 있습니다.
8285a83c8ffe4737af1e15ecab044297,0.5847,여성,30,고졸 이하,전남,30-39,한식 조리사,2,3>2,3,5>4>4,4>4>3,4>4>4,3,4,2,1>2>9,27>34>51,64>57>56,27>1>64,1,4,1,18,0,"요즘 날씨가 너무 이상해서 예측 불가능한 태풍이나 폭우가 자주 발생해서 농작물 피해가 크고, 이로 인해 식재료 값이 급등하는 게 걱정됩니다. 또 병원 일이다 보니 알 수 없는 새로운 전염병이 언제 다시 유행할지 모른는 것도 항상 마음 한구석에 걸려있어요."
0c57c1d441df4e6298b59db30b7d2198,0.6658,남성,26,고졸 이하,강원,19-29,시설 경비원,2,2>4,3,5>5>5,4>4>4,5>5>5,3,5,2,13>1>9,34>27>29,58>56>57,34>13>29,1,4,1,15,,"최근 기상이변으로 인해 산사태나 집중 호우 같은 자연재난이 갈수록 심해질까 봐 걱정됩니다. 또 지역에 고령자가 많은데, 혼자 거주하시는 분들이 갑작스러운 사고나 질병에 놓였을 때 신속하게 대처하지 못하는 점도 위험요인이라고 생각합니다."
1cb23053e77a4e3a8b69da650031625c,0.8982,여성,53,대학교 졸업,광주,50-59,교육 및 훈련 사무원,2,2>3,3,5>5>5,4>4>4,5>5>5,3,4,2,1>2>13,27>29>35,63>56>57,27>1>63,1,3,2,,8,"최근 기후 변화로 인한 폭염과 집중 호우가 예년보다 훨씬 심해지고 있어서, 이로 인한 건강 피해와 도시 침수가 잠재적 위험요인이라고 생각합니다. 또한 인공지능 기술이 발달하면서 보이스피싱 같은 사이버 범죄가 점차 지능화되고 있어서 이런 신종 범죄도 재난 차원에서 관리가 필요하다고 봅니다."
84ce4008b4224b218f06a4232861280e,0.7022,여성,66,고졸 이하,전북,60-69,"전직 자동 재봉설비 조작원, 현재 구직중",2,2>3,3,5>5>5,4>4>4,5>5>5,3,4,2,2>9>1,34>27>29,56>57>58,2>34>27,1,3,2,,1,"요즘은 계절이 제구실을 못 해서 갑작스러운 폭우나 무리한 폭염이 올 때가 많은데, 우리처럼 낡은 연립주택이 이런 날씨를 버텨낼지가 가장 걱정됩니다. 또한 나이가 들면서 혼자 살거나 다칠 때를 대비한 응급 안전 시스템이 더 보급되었으면 좋겠습니다."
3be2cd4c482e4131a6a1cd571a7b3ff7,1.0627,여성,33,대학교 졸업,서울,30-39,무직,2,4>3,3,5>5>4,4>3>3,5>5>5,3,4,2,9>2>1,27>34>29,56>58>60,27>9>34,1,4,1,4,,"기후 위기로 인한 이상 기후, 특히 도시에서의 폭염과 국지성 호우가 갈수록 잦아져 미래의 잠재적 위험요인이 될 것 같습니다. 또한, 비대면 활동이 늘어남에 따라 사이버 테러나 개인정보 침해 같은 디지털 재난도 더욱 정교해질 것이라 우려됩니다."
3e03791d634846f48c019f50461e8bf8,1.1732,여성,33,고졸 이하,경남,30-39,계기 검침원,2,2>3,3,5>5>5,4>4>4,5>5>5,3,4,2,1>2>9,27>29>34,56>57>68,27>1>29,1,4,1,3,,"요즘 핸드폰으로 보이스피싱 전화를 자주 받는데, 이런 사이버 범죄가 재난만큼 사람들의 삶을 망가뜨리는 것 같아 걱정됩니다. 또한 갑자기 쏟아지는 폭우로 인해 골목길이나 반지하 집들이 침수되는 일도 다시는 없었으면 좋겠습니다."
3347ada617454da5b22001f9b7e52e7b,1.1214,남성,64,고졸 이하,인천,60-69,그 외 법률 관련 사무원,2,2>3,3,5>5>5,4>4>4,5>5>5,3,4,4,1>2>14,27>34>35,56>57>61,1>27>34,1,3,2,,1,"건축물이나 사회 기반 시설이 노후화되면서 관리가 제대로 이루어지지 않아 발생할 수 있는 안전 사고, 그리고 기후 변화로 인해 예측하기 힘들어진 태풍이나 폭염 같은 기상 재해가 잠재적 위험요인이라고 생각합니다."
a48cdb8de0f44ea7875205877cd65cee,0.5505,남성,32,고졸 이하,울산,30-39,경리 사무원,2,3>2,3,5>5>5,4>4>4,5>5>5,3,4,2,14>1>2,38>34>35,63>56>57,38>14>63,1,3,2,,9,"날씨가 점점 이상해져서 갑자기 쏟아지는 폭우로 인한 도심 침수가 걱정됩니다. 그리고 회사에서 전산 장부를 관리하다 보니, 금융 전산망 마비 같은 사이버 테러도 잠재적인 위험인 것 같습니다."
e513a1f8516144bb983b62349f0d4b81,1.7593,여성,26,대학교 졸업,서울,19-29,전화 상담원,2,3>4,3,5>5>4,4>4>3,5>5>4,3,5,2,2>9>1,51>27>34,56>57>58,2>51>34,1,3,1,4,0,"최근 AI 기술 발달로 인한 딥페이크 등 디지털 성범죄나 보이스피싱이 점점 정교해지고 있어, 이로 인한 금융·개인정보 피해가 심각할 것이라 우려됩니다. 또한 기후 변화로 인한 도심 집중호우가 반복되면서 반지하 거주지나 지하철 등 침수 위험에 대한 선제적인 관리가 시급하다고 생각합니다."
1d7d484eb43c4529a017edcbd0797c49,0.1062,남성,38,대학교 졸업,세종,30-39,일반 비서,3,3>4,3,5>5>5,4>4>4,5>5>5,3,4,2,1>2>13,34>51>35,63>56>57,34>1>51,1,4,1,3,0,"급격한 기후 변화로 인한 예측 불가능한 국지성 호우와, 스마트 시설 증가에 따른 사이버 보안 위협이 잠재적 위험요인이라고 생각합니다."
ee118d18a2e64c67bfee6dd133031df8,0.5902,여성,42,대학교 졸업,경북,40-49,조사 전문가,3,3>2,3,5>5>5,4>4>4,5>5>5,2,5,2,14>1>13,27>34>51,57>56>58,14>1>27,1,3,2,,3,"급격한 기후 변화로 인한 예측 불가능한 집중호우와 도심 홍수, 그리고 전 산업 분야의 데이터화로 인한 사이버 테러 및 개인정보 유출 사고가 잠재적 위험요인이라고 생각합니다."
a7fe320bf86e4f87ae39f01ae6db0a4a,1.3668,여성,50,고졸 이하,서울,50-59,무직,2,2>3,3,5>5>5,3>3>3,4>4>4,3,4,2,1>2>13,27>34>29,56>58>57,1>34>27,1,3,2,0,7,"최근 기상이변이 심해서 예측하기 힘든 국지성 호우로 인한 도시 침수가 걱정됩니다. 또한, 배달 음식을 자주 먹는데 식품 위생이나 원산지 관련된 문제도 잠재적인 위험으로 느껴져요."
cdf46062b00d41b4992e5a2a62d042a1,0.1523,남성,26,대학교 졸업,세종,19-29,상품 기획자,3,3>4,3,5>5>5,4>4>4,5>5>5,3,5,2,1>2>9,27>51>42,56>57>58,27>51>1,1,4,1,7,0,"급변하는 기술 환경 속에서 AI 기반의 보이스피싱, 딥페이크 등 디지털 범죄가 기존의 치안 재난을 넘어 사회적 위협으로 커지고 있어 이를 선제적으로 관리할 필요가 있습니다. 또한 기후변화로 인한 예측 불가능한 기상 이변, 특히 도시 침수를 유발하는 국지성 집중호우에 대한 대비가 시급합니다."
e9606eb674d446d1861df4469dc0daaa,1.8155,남성,49,고졸 이하,경기,40-49,건물 청소원,2,2>3,3,5>5>5,4>4>4,5>5>5,3,4,2,2>1>14,27>34>35,56>57>63,27>34>2,1,3,2,,1,요즘 날씨가 너무 이상해서 예측 불가능한 태풍이나 홍수가 자주 발생하는 게 위험합니다. 또한 우리 동네처럼 노후된 아파트가 많은 곳은 가스 사고나 건물 노후화로 인한 사고도 미리 철저히 관리해야 할 것 같습니다.
48a0bb2080ab496090b9e63aca94e91e,0.8217,남성,46,대학교 졸업,대구,40-49,금속공학 기술자 및 연구원,4,2>3,3,5>5>5,4>4>4,5>5>5,3,4,3,1>2>9,36>35>34,63>56>57,36>63>1,1,4,1,4,,"최근 기후 변화로 인한 폭염과 국지적 호우가 예전보다 잦아진 점이 우려되며, 노후화된 산업단지 내 설비에서 발생할 수 있는 가스나 화학 사고에 대한 선제적인 관리가 필요하다고 생각합니다."
f37911422fac4ba695e02dc6fe746fe2,1.0769,여성,62,고졸 이하,부산,60-69,무직,2,2>1,3,5>5>5,4>4>4,5>5>5,3,4,2,1>2>9,27>34>29,68>57>61,1>27>34,1,3,2,,1,"요즘 날씨가 예전 같지 않아서 갑자기 쏟아지는 비로 인한 골목길 침수나 집 무너짐이 걱정됩니다. 또 스마트폰 배우는 어르신들이 많은데, 전화 걸어서 돈만 보내라는 그런 보이스피싱 사기도 재난처럼 무섭게 느껴집니다."
a7bcbd3d03b24c53be1eb9588858dd0a,1.7663,남성,66,고졸 이하,경기,60-69,음식 배달원,1,2>3,3,5>5>5,4>4>4,5>5>5,3,4,1,1>2>9,27>29>34,56>57>68,27>1>2,1,4,1,3,,"요즘 스마트폰으로 목소리를 흉내 내어 돈을 뜯어가는 보이스피싱 같은 범죄가 점점 기술적으로 고도화되어 걱정입니다. 또한, 날씨가 갈수록 이상해져서 한겨울에 폭설이 오거나 여름에 혹서기가 길어지면 밖에서 일하는 사람들이 많이 위험할 것 같습니다."
921b101d14da4ca1abd4816967844795,0.6606,남성,60,고졸 이하,충북,60-69,식품 영업원,2,2>3,3,4>4>4,3>3>3,4>4>4,3,4,2,1>2>9,27>34>29,64>57>56,27>1>34,1,4,2,,1,갑작스러운 기상 이변으로 인한 국지성 호우가 오래된 골목길과 주택가를 덮쳐 생명과 재산에 큰 피해를 입히는 일이 우려됩니다.
d0c4b90e145f460d9406346a1fd65d83,0.7788,여성,19,고졸 이하,경북,19-29,무직,2,4>2,3,4>4>5,3>3>4,4>4>5,4,4,2,9>1>13,27>34>51,68>56>57,27>51>68,1,4,1,15,,"할머니, 할아버지처럼 스마트폰을 잘 다루지 못하는 어르신들을 겨냥한 디지털 범죄나 보이스피싱이 점점 늘어나고 있는데, 이런 것들이 재난처럼 큰 피해를 줄 수 있는 위험 요인이라고 생각합니다."
105a7151a3c24548b1d35433dfddd5ba,0.4893,여성,27,고졸 이하,대구,19-29,무직,2,4>2,3,4>4>5,3>3>4,4>4>5,2,4,2,9>1>2,27>34>51,56>57>58,27>34>9,1,3,1,4,0,요즘 여름에 너무 덥거나 장마 때 비가 갑자기 많이 와서 무서워요. 그리고 핸드폰으로 하는 보이스피싱 같은 사이버 범죄도 점점 늘어나는 것 같아서 걱정이에요.
18f0f92fa1f341ab90996c1333ec336d,0.9858,남성,57,고졸 이하,대구,50-59,무직,2,2>4,3,4>4>5,4>4>4,4>5>5,3,4,2,1>2>9,27>34>35,56>57>68,27>34>1,1,3,2,,8,"요즘 날씨가 너무 덥거나 비가 갑자기 쏟아지는 일이 잦아서, 오래된 우리 아파트가 버티지 못할까 봐 걱정됩니다. 또 동네에 혼자 사는 어르신들이 많은데, 혹시라도 위급 상황이 생겼을 때 바로 알 수 있는 시스템이 더 필요한 것 같습니다."
4c5d8deee05c4d25b7c33dbadf632dbf,0.6779,여성,68,고졸 이하,강원,60-69,무직,1,2>1,3,5>5>5,4>4>4,5>5>5,3,5,2,13>2>5,33>27>34,58>68>62,33>13>27,1,3,1,15,0,"요즘 날씨가 너무 이상해서 장마철에 산에서 산사태가 날까 봐 겁나고, 마을에 노인네들이 너무 많아서 불이 나거나 응급 상황일 때 대처하기 어려울 것 같아요."
eb0b98ac57de40c5a36dffd0e6b43d06,0.5007,여성,24,대학교 졸업,제주,19-29,청원경찰,3,3>4,3,5>5>4,4>4>3,5>5>4,3,5,4,1>2>13,27>34>51,56>59>57,1>27>34,1,4,1,15,0,"기후 변화로 인해 제주 지역의 예측 불가능한 태풍과 국지성 호우가 잦아지고 있어, 이에 따른 해안 침식 및 도시 침수 피해가 잠재적 위험 요인이라고 생각합니다. 또한 디지털 기술의 발달과 함께 1인 가구를 겨냥한 지능형 보이스피싱 등 사이버 범죄가 점차 정교해지고 있어 이에 대한 관리도 필요하다고 느낍니다."
515cd3db4e2a46de96651c6ec950cc3a,0.2050,여성,52,고졸 이하,세종,50-59,음식 서비스 종사원,2,2>3,3,5>5>5,3>3>3,4>4>4,3,4,2,1>2>9,27>34>29,64>56>57,27>1>64,1,4,1,4,,"날씨가 점점 이상해져서 여름엔 너무 더워고 장마엔 비가 너무 많이 와, 식중독이나 수인성 전염병이 발생할까 봐 제일 걱정됩니다."
065f5cfcc24844b2b324f43c3fcae6a2,1.8749,남성,28,대학교 졸업,경기,19-29,생산관리 사무원,3,3>4,4,5>5>4,4>4>4,5>5>5,3,5,2,1>3>13,51>50>42,63>56>57,51>63>1,1,3,1,15,,"스마트 팩토리와 자동화 시스템의 의존도가 높아짐에 따라, 사이버 테러나 AI 시스템의 오작동으로 인한 대규모 산업 재해 및 정보 유출이 잠재적 위험요인이라고 생각합니다."
ec31ab6b1bb847189d07f25d24d4d876,0.9468,여성,52,고졸 이하,인천,50-59,무직,2,2>3,3,5>5>5,4>4>4,5>5>5,3,4,2,1>2>9,27>34>29,56>57>58,27>34>1,1,3,2,0,8,"요즘 여름 날씨가 너무 덥고 길어져서, 노후화된 아파트에 사는 어르신들에게는 폭염이 큰 재난이 될 것 같습니다. 그리고 스마트폰을 이용한 보이스피싱 같은 사기가 너무 교묘해져서, 우리 부모님 세대처럼 정보에 약한 분들이 피해를 보는 걸 막기 위한 기술도 중요할 것 같습니다."
63c65c53ee674137a317a0b3f3aa23c4,0.9968,남성,65,고졸 이하,경남,60-69,그 외 기계 조작원,2,2>4,3,5>5>5,3>4>3,4>4>4,3,4,2,1>2>9,34>35>38,56>57>58,1>34>56,1,3,2,,17,"요즘 날씨가 너무 덥거나 추워서 갑자기 쓰러지는 노인들이 많은데, 이런 날씨 때문에 생기는 사고도 위험한 것 같습니다. 그리고 우리 동네 공단 안에 있는 공장들이 오래되어서 가스가 새거나 불나는 일이 걱정됩니다."
cdf56c2aa8bb4d3193efb54e14cc54fc,1.6703,여성,36,대학교 졸업,경기,30-39,온라인 쇼핑 판매원,2,3>4,3,5>5>5,4>4>4,5>5>5,3,4,2,1>2>9,27>34>51,56>57>58,27>1>34,1,4,1,4,,"최근 인공지능 기술이 발달하면서 이를 악용한 보이스피싱이나 딥페이크 등의 범죄가 기존의 형태와 달리 매우 교묘하고 정교해지고 있습니다. 이는 개인의 재산뿐만 아니라 사회적 신뢰를 무너뜨릴 수 있는 수준으로 확대될 가능성이 있어, 새로운 유형의 사회재난으로 관리할 필요가 있다고 느낍니다."
c517ab8061f64981beb9e968c62a3a49,0.4494,여성,37,대학교 졸업,울산,30-39,비상 발전기 설치 및 정비원,2,3>4,3,5>5>5,4>4>4,5>5>5,3,4,2,1>2>9,38>34>35,63>57>56,38>63>34,1,2,2,,9,"제가 일하는 현장에서 보면 노후화된 전력 설비들이 많은데, 기후 변화로 인한 폭우나 폭염에 제대로 대응하지 못해 대규모 정전 사고로 이어질 가능성이 큽니다. 또한 공장들이 스마트화되면서 산업 제어 시스템에 대한 사이버 테러나 해킹이 실제적인 재난 위협이 될 수 있다고 생각합니다."
6abf434a7c3a487d97b4614283fbd531,0.9701,여성,59,고졸 이하,충북,50-59,단말기 및 통신 서비스 판매원,2,2>3,3,5>5>5,4>4>4,5>5>5,4,5,2,13>2>1,51>27>34,56>57>58,51>13>34,1,4,1,4,,"요즘 스마트폰을 이용한 보이스피싱이나 금융 사기가 너무 기승을 부려서, 이걸 잡아내는 기술이 재난 안전만큼이나 시급하다고 생각해요. 그리고 우리 동네처럼 산이 많은 곳은 갑작스러운 국지성 호우로 인한 산사태 위험이 큰데, 이를 미리 알려주는 기술도 필요한 것 같아요."
1052050497b14c109ab57f58aee25df9,1.7742,여성,61,고졸 이하,경기,60-69,무직,2,2>4,3,5>5>5,4>4>4,5>5>5,3,5,2,1>2>9,34>42>27,56>57>58,34>1>42,1,3,2,,7,"화성시가 개발되면서 차가 많이 늘어나 교통사고 위험이 크고, 고령화로 인해 혼자 사는 어르신들이 안전사고를 당할까 봐 걱정됩니다. 또한 여름철 폭염과 미세먼지로 인한 건강 피해도 점점 심각해지는 것 같아요."
da40de9c5ec441f5aea92810f538bc8d,1.7663,남성,63,대학교 졸업,경기,60-69,무직,2,2>1,3,5>5>4,4>4>3,5>5>5,3,4,2,2>1>13,34>35>29,56>57>58,34>2>1,1,3,1,4,,아파트가 노후화되면서 배관이나 전기시설 문제로 큰 사고가 날까 봐 걱정됩니다. 또한 요즘처럼 날씨가 너무 더워지거나 갑자기 장마가 오면 건강이나 집 안에서의 사고 위험도 커질 것 같습니다.
f5f09046b35a4e45afef6a52e91adbaf,1.7593,여성,28,대학교 졸업,서울,19-29,무직,2,3>4,3,5>4>5,4>3>3,5>5>4,3,4,2,2>13>9,27>34>51,56>67>57,27>2>34,1,3,2,,2,"기후 변화로 인한 집중호우와 폭염 같은 이상 기후가 노후화된 도심 주거지, 특히 취약 계층이 밀집한 지역에 미칠 피해가 우려되어 선제 관리가 필요하다고 생각합니다. 또한, 급속히 고령화되는 사회에서 독거 노인 등 안전 취약계층의 일상생활 내 위험 요인들도 재난 차원에서 새롭게 인지하고 대비해야 할 것입니다."
d3ff31e01a664fa9928baacef8884ef2,0.7338,여성,51,고졸 이하,울산,50-59,그 외 제조 관련 단순 종사원,2,2>4,3,5>5>5,4>4>4,5>5>5,3,5,2,1>2>9,34>35>38,63>57>56,1>34>63,1,3,2,,8,요즘 날씨가 너무 이상해서 갑자기 쏟아지는 폭우나 폭염으로 인해 오래된 집이나 골목이 무너질까 봐 제일 겁이 납니다. 그리고 미세먼지 같은 환경오염이 아이 건강에 미칠 영향도 점점 심각해지는 것 같아 걱정됩니다.
446daa68365e4791a92cad13de84a8d4,0.7396,여성,65,고졸 이하,전남,60-69,그 외 공예원,2,2>1,3,5>5>5,3>3>4,4>4>5,2,4,2,1>2>13,27>34>29,57>58>68,1>34>27,1,4,1,15,,요즘 날씨가 너무 덥고 급변해서 혼자 사는 노인들이 건강을 잃고 쓰러지는 일이 큰 재난이 될 것 같습니다. 그리고 갑자기 쏟아지는 폭우 때문에 오래된 집들이 무너지거나 산에서 물이 내려오는 것도 점점 더 무서워지고 있습니다.
1ff21bdecdf549aea6e0251b72f3b1b0,0.8915,남성,41,고졸 이하,인천,40-49,택배원,2,2>3,3,5>5>5,4>4>4,5>5>5,3,5,2,1>2>9,29>34>27,56>57>63,29>1>34,1,3,2,,7,요즘 도로 위에서 전동 킥보드나 전동 휠 같은 개인형 이동장치를 배려 없이 타는 사람들이 많아서 대형 교통사고가 날까 봐 항상 조심합니다. 또한 기후 변화로 인해 예고 없이 갑자기 쏟아지는 집중 호우 같은 날씨도 점점 더 잦고 위험해지는 것 같아서 걱정입니다.
